Code,Name,Learning Outcomes,Description
4.3.1.2,Changes of state,Students should be able to: describe how mass is conserved during state changes; distinguish between physical and chemical changes.,When substances change state, they undergo a physical change where mass is preserved and original properties can be recovered if the process is reversed.
4.3.2.1,Internal energy,Students should be able to: define internal energy; explain how heating changes the energy stored in a system.,Internal energy is the sum of the total kinetic and potential energy of all particles in a system, which increases when the system is heated.
4.3.2.2,Temperature changes and specific heat capacity,Students should be able to: apply $\Delta E = m c \Delta\theta$; define specific heat capacity.,Specific heat capacity is the energy needed to raise the temperature of 1 kg of a substance by 1°C, depending on the material's mass and type.
4.3.2.3,Changes of state and specific latent heat,Students should be able to: apply $E = m L$; interpret heating and cooling graphs; distinguish between SHC and SLH.,Specific latent heat is the energy required to change the state of 1 kg of a substance without changing its temperature.
4.3.3.1,Particle motion in gases,Students should be able to: relate gas temperature to average kinetic energy; explain pressure at constant volume.,Gas particles move in constant random motion, where higher temperatures increase their kinetic energy and the pressure they exert on a container.
4.3.3.2,Pressure in gases (physics only),Students should be able to: apply $p V = \text{constant}$; explain pressure changes relative to volume at constant temperature.,For a fixed mass of gas at a constant temperature, increasing the volume decreases the pressure as particles collide with the walls less frequently.
4.3.3.3,Increasing the pressure of a gas (HT only),Students should be able to: explain how doing work on a gas increases its internal energy and temperature.,Doing work on an enclosed gas, such as using a bicycle pump, transfers energy to the particles, increasing their internal energy and raising the temperature.
4.4.1.1,The structure of an atom,Students should be able to: describe the basic structure of an atom; understand energy levels; recognise standard form expressions.,Atoms consist of a tiny positive nucleus containing protons and neutrons surrounded by electrons in energy levels that can shift by absorbing or emitting radiation.
4.4.1.2,"Mass number, atomic number and isotopes",Students should be able to: calculate numbers of subatomic particles; represent atoms using notation; relate isotopes to their identities.,All atoms of an element share an atomic number (protons) but isotopes vary in mass number due to different neutron counts; ions form when atoms lose or gain electrons.
4.4.1.3,The development of the model of the atom,Students should be able to: describe the transition from plum pudding to nuclear models; explain the contributions of Bohr and Chadwick.,The atomic model evolved from indivisible spheres to the plum pudding model and then the nuclear model following the alpha scattering experiment which proved a concentrated central mass.
4.4.2.1,Radioactive decay and nuclear radiation,Students should be able to: define activity and count-rate; compare alpha, beta, and gamma radiation; evaluate sources for specific uses.,Unstable nuclei undergo random radioactive decay by emitting alpha particles, beta particles, gamma rays, or neutrons, each with distinct penetrating and ionising powers.
4.4.2.2,Nuclear equations,Students should be able to: write and balance nuclear equations for alpha and beta decay.,Nuclear equations represent decay by showing changes in mass and atomic numbers, where alpha decay reduces both and beta decay increases the atomic number without changing mass.
4.4.2.3,Half-lives and the random nature of radioactive decay,Students should be able to: define half-life; determine half-life from graphs; (HT only) calculate net decline ratios.,Half-life is the constant time required for the number of nuclei or the activity of a radioactive sample to decrease by half.
4.4.2.4,Radioactive contamination,Students should be able to: distinguish between contamination and irradiation; compare associated hazards.,Contamination is the physical presence of radioactive material on an object, whereas irradiation is simply exposure to radiation without the object becoming radioactive itself.
4.4.3.1,Background radiation,Students should be able to: identify natural and man-made sources of radiation; understand factors affecting radiation dose.,Background radiation is constant and originates from rocks, cosmic rays, and human activities like nuclear testing, with doses measured in sieverts.
4.4.3.2,Different half-lives of radioactive isotopes,Students should be able to: explain how hazards change based on an isotope's half-life.,The danger posed by radioactive materials varies significantly depending on whether their half-life is very short (high initial activity) or very long (persistent hazard).
4.4.3.3,Uses of nuclear radiation,Students should be able to: describe medical uses for organ exploration and tissue destruction; evaluate perceived risks.,Nuclear radiation is utilised in medicine for diagnostic imaging and radiotherapy, requiring a careful balance between medical benefits and the risks of ionising radiation.
4.4.4.1,Nuclear fission,Students should be able to: describe the splitting of unstable nuclei; explain chain reactions and their control.,Nuclear fission involves a large nucleus absorbing a neutron and splitting into smaller nuclei, releasing energy and neutrons that can trigger a controlled or uncontrolled chain reaction.
4.4.4.2,Nuclear fusion,Students should be able to: define fusion as the joining of light nuclei to form a heavier one.,Nuclear fusion occurs when two small nuclei join to create a larger nucleus, converting a portion of the mass into a significant amount of energy.
4.5.1.1,Scalar and vector quantities,Students should be able to: distinguish between scalar and vector quantities; represent vectors with arrows.,Scalar quantities have only magnitude while vector quantities possess both magnitude and a specific direction.
4.5.1.2,Contact and non-contact forces,Students should be able to: identify forces as contact or non-contact; describe interactions between pairs of objects.,Forces are interactions between objects that can occur through physical touch or across a distance through gravitational, electrostatic, or magnetic fields.
4.5.1.3,Gravity,Students should be able to: recall and apply $W = m g$; understand the concept of centre of mass.,Weight is the force exerted on an object by gravity, which depends on the object's mass and the local gravitational field strength.
4.5.1.4,Resultant forces,Students should be able to: calculate the resultant of two forces in a straight line; (HT only) resolve a single force into two components.,A single resultant force can replace multiple forces acting on an object to represent their combined effect.
4.5.2,Work done and energy transfer,Students should be able to: recall and apply $W = F s$; describe energy transfers when work is done.,Work is done when a force causes an object to move a distance, leading to energy being transferred into different stores.
4.5.3,Forces and elasticity,Students should be able to: recall and apply $F = k e$; explain the difference between elastic and inelastic deformation.,The extension of an elastic object is directly proportional to the force applied provided the limit of proportionality is not exceeded.
4.5.4,Moments levers and gears (physics only),Students should be able to: recall and apply $M = F d$; explain how levers and gears transmit rotational effects.,The turning effect of a force is called its moment, and in balanced systems, clockwise and anticlockwise moments must be equal.
4.5.5.1.1,Pressure in a fluid 1,Students should be able to: recall and apply $p = F / A$; understand that pressure causes a force normal to a surface.,Pressure in fluids (liquids and gases) creates a force at right angles to any surface it contacts.
4.5.5.1.2,Pressure in a fluid 2 (HT only),Students should be able to: apply $p = h \rho g$; explain upthrust and floating/sinking factors.,Pressure in a liquid increases with depth and density, creating an upward resultant force called upthrust on submerged objects.
4.5.5.2,Atmospheric pressure (physics only),Students should be able to: describe the atmosphere; explain why pressure varies with altitude.,Atmospheric pressure is caused by air molecules colliding with surfaces and decreases as height increases because the air becomes less dense.
4.5.6.1.1,Distance and displacement,Students should be able to: express displacement in terms of magnitude and direction.,Distance is a scalar quantity measuring how far an object moves, whereas displacement is a vector measuring change in position in a straight line.
4.5.6.1.2,Speed,Students should be able to: recall typical walking/running/cycling speeds; recall and apply $s = v t$.,Speed is a scalar quantity that measures how fast an object is moving without regard for its direction.
4.5.6.1.3,Velocity,Students should be able to: explain the vector–scalar distinction; (HT only) explain circular motion.,Velocity is a vector quantity representing speed in a given direction, meaning motion in a circle involves changing velocity even at constant speed.
4.5.6.1.4,The distance–time relationship,Students should be able to: calculate speed from the gradient of a distance–time graph.,If an object moves in a straight line, its motion can be graphed to determine speed through the steepness of the line.
4.5.6.1.5,Acceleration,Students should be able to: recall and apply $a = \Delta v / t$; apply $v^2 - u^2 = 2 a s$; determine acceleration from velocity–time graphs.,Acceleration measures the rate of change of velocity and can be calculated from the gradient of a velocity–time graph.
4.5.6.2.1,Newton's First Law,Students should be able to: apply the law to stationary and moving objects; (HT only) define inertia.,An object's velocity will only change if a resultant force acts on it, otherwise it remains stationary or moves at a constant velocity.
4.5.6.2.2,Newton's Second Law,Students should be able to: recall and apply $F = m a$; (HT only) define inertial mass.,The acceleration of an object is proportional to the resultant force acting on it and inversely proportional to its mass.
4.5.6.2.3,Newton's Third Law,Students should be able to: apply the law to equilibrium and interaction situations.,Whenever two objects interact, the forces they exert on each other are equal in magnitude and opposite in direction.
4.5.6.3.1,Stopping distance,Students should be able to: identify stopping distance as the sum of thinking and braking distances.,The total distance required for a vehicle to stop increases with speed and is affected by driver reaction time and braking effectiveness.
4.5.6.3.2,Reaction time,Students should be able to: explain methods to measure reaction time; identify factors affecting it.,Typical human reaction times range from 0.2s to 0.9s and are affected by tiredness, drugs, alcohol, and distractions.
4.5.6.3.3,Factors affecting braking distance 1,Students should be able to: explain how road and vehicle conditions affect safety.,Braking distance is impacted by weather conditions (wet/icy) and the mechanical state of a vehicle's brakes or tyres.
4.5.6.3.4,Factors affecting braking distance 2,Students should be able to: explain energy transfers during braking; explain dangers of large decelerations.,Braking involves friction transferring kinetic energy into thermal energy, where excessive force can lead to loss of control or overheating.
4.5.7.1,Momentum (HT only),Students should be able to: recall and apply $p = m v$.,Momentum is a property of moving objects defined as the product of mass and velocity.
4.5.7.2,Conservation of momentum (HT only),Students should be able to: describe and explain momentum in events like collisions.,In a closed system, the total momentum before an interaction is equal to the total momentum after the interaction.
4.5.7.3,Changes in momentum (HT/Physics only),Students should be able to: apply equations for rate of change of momentum; explain safety features.,A force applied to an object causes a change in momentum over time, a principle used to design safety features like airbags and seatbelts.
4.6.1.1,Transverse and longitudinal waves,Students should be able to: describe the differences between wave types; identify examples like ripples and sound; explain that waves transfer energy without moving the medium.,Transverse waves oscillate perpendicular to the direction of energy transfer, while longitudinal waves oscillate parallel, creating areas of compression and rarefaction.
4.6.1.2,Properties of waves,Students should be able to: define amplitude, wavelength, and frequency; recall and apply $T = 1 / f$ and $v = f \lambda$; describe methods to measure the speed of sound and ripples.,The speed of a wave is determined by its frequency and wavelength, with amplitude representing the maximum displacement from the undisturbed position.
4.6.1.3,Reflection of waves (physics only),Students should be able to: construct ray diagrams for reflection; describe absorption and transmission at boundaries.,When waves meet a boundary between materials, they can be reflected back, absorbed by the material, or transmitted through it.
4.6.1.4,Sound waves (physics only) (HT only),Students should be able to: describe how sound travels through solids; identify the human hearing range (20 Hz to 20 kHz).,Sound waves cause vibrations in solids, such as the human ear drum, but this conversion only occurs over a specific frequency range.
4.6.1.5,Waves for detection and exploration (physics only) (HT only),Students should be able to: explain the use of ultrasound in imaging; compare P-waves and S-waves in seismic studies.,Differences in wave velocity and reflection at boundaries allow for the exploration of hidden structures, including medical internal organs and the Earth's core.
4.6.2.1,Types of electromagnetic waves,Students should be able to: identify EM waves as transverse; list the spectrum from radio to gamma rays.,Electromagnetic waves form a continuous spectrum of transverse waves that all travel at the same velocity through a vacuum.
4.6.2.2,Properties of electromagnetic waves 1 (HT only),Students should be able to: construct ray diagrams for refraction; explain refraction using wave front diagrams and velocity changes.,Refraction occurs when electromagnetic waves change speed as they pass from one medium to another, causing a change in direction.
4.6.2.3,Properties of electromagnetic waves 2 (HT only),Students should be able to: explain how radio waves induce currents; identify the hazards of UV, X-rays, and gamma rays.,EM waves can be generated by atomic changes and induce oscillations in circuits, though high-frequency waves pose risks of gene mutation and cancer.
4.6.2.4,Uses and applications of electromagnetic waves,Students should be able to: list practical applications for each EM wave; explain suitability for specific tasks.,EM waves are used for a variety of technologies, including satellite communication (microwaves), fibre optics (visible light), and medical treatments (gamma rays).
4.6.2.5,Lenses (physics only),Students should be able to: construct ray diagrams for convex and concave lenses; calculate magnification using $\text{image height} / \text{object height}$.,Lenses form images through refraction, with convex lenses producing real or virtual images and concave lenses always producing virtual images.
4.6.2.6,Visible light (physics only),Students should be able to: explain specular vs. diffuse reflection; describe how colour filters and opaque objects work.,The colour of an object is determined by which wavelengths of light are reflected, absorbed, or transmitted through it or its filters.
4.6.3.1,Emission and absorption of infrared radiation (physics only),Students should be able to: define a perfect black body; relate temperature to infrared emission.,All objects emit and absorb infrared radiation, with hotter bodies radiating more energy and perfect black bodies absorbing all incident radiation.
4.6.3.2,Perfect black bodies and radiation (physics only),Students should be able to: explain temperature balance via absorption and emission; relate radiation balance to the Earth's temperature.,An object's temperature increases if it absorbs radiation faster than it emits it, a principle that governs the global temperature of the Earth.
4.7.1.1,Poles of a magnet,Students should be able to: describe attraction and repulsion between poles; distinguish between permanent and induced magnets.,Magnetic poles are the strongest points of a magnet where like poles repel and unlike poles attract through non-contact forces.
4.7.1.2,Magnetic fields,Students should be able to: plot magnetic field patterns using a compass; draw field lines for a bar magnet; explain Earth's magnetic core evidence.,A magnetic field is the region around a magnet where forces act on other magnets or magnetic materials, with direction flowing from north to south.
4.7.2.1,Electromagnetism,Students should be able to: draw field patterns for wires and solenoids; explain how iron cores increase field strength.,Current flowing through a wire creates a magnetic field, which can be concentrated by shaping the wire into a solenoid or adding an iron core to create an electromagnet.
4.7.2.2,Fleming's left-hand rule (HT only),Students should be able to: apply Fleming's left-hand rule; recall factors affecting force size; apply $F = B I l$.,The motor effect occurs when a current-carrying conductor in a magnetic field experiences a force, the direction of which is determined by the relative orientation of field and current.
4.7.2.3,Electric motors (HT only),Students should be able to: explain how magnetic forces cause a coil to rotate in an electric motor.,Rotation in an electric motor is achieved by placing a current-carrying coil within a magnetic field, causing opposite forces on each side of the coil.
4.7.2.4,Loudspeakers (physics only) (HT only),Students should be able to: explain how moving-coil loudspeakers and headphones convert current into sound waves.,Loudspeakers utilise the motor effect to transform variations in electrical current into physical vibrations that create pressure variations in air.
4.7.3.1,Induced potential (HT only),Students should be able to: recall factors affecting induced potential size and direction; apply generator effect principles.,The generator effect involves inducing a potential difference across a conductor moving relative to a magnetic field, creating an opposing magnetic field if a current flows.
4.7.3.2,Uses of the generator effect (HT only),Students should be able to: explain the difference between alternators (AC) and dynamos (DC); interpret potential difference graphs.,Alternators use the generator effect to produce alternating current while dynamos use a commutator to produce direct current.
4.7.3.3,Microphones (HT only),Students should be able to: explain how a moving-coil microphone converts sound into electrical current.,Microphones use the generator effect to translate the pressure variations of sound waves into electrical signals within a circuit.
4.7.3.4,Transformers (HT only),Students should be able to: explain transformer operation; apply $V_p / V_s = n_p / n_s$; calculate current and power for $100\%$ efficient systems.,Transformers change potential difference using primary and secondary coils wound on an iron core, enabling efficient high-voltage power transmission.
4.8.1.1,Our solar system,Students should be able to: describe the composition of the solar system; explain star formation from a nebula; explain the equilibrium between gravity and fusion energy.,The solar system consists of the Sun, eight planets, dwarf planets, and moons, with the Sun formed by gravitational collapse triggering nuclear fusion.
4.8.1.2,The life cycle of a star,Students should be able to: describe the life cycles of Sun-sized and massive stars; explain the production of elements including those heavier than iron.,Stars follow distinct paths based on mass, with fusion creating elements up to iron and supernovae creating heavier elements and distributing them.
4.8.1.3,Orbital motion natural and artificial satellites,Students should be able to: describe gravity's role in orbits; (HT only) explain changing velocity at constant speed; (HT only) relate orbital radius to speed.,Gravity provides the centripetal force for circular orbits, where a change in orbital speed requires a corresponding change in radius to maintain stability.
4.8.2,Red-shift,Students should be able to: explain red-shift in receding galaxies; relate red-shift to the Big Bang theory; identify that dark matter and energy are not yet understood.,Red-shift is the observed increase in wavelength of light from distant galaxies, providing evidence that the universe is expanding from a hot, dense origin.
